Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
SP1;06.02.2005;Albacete;Zaragoza;2;1;H;0;1;A;02.mar;03.lut;02.lip;02.mar;03.lut;02.sie;lut.35;03.lut;lut.95;02.mar;02.wrz;02.sie;02.lut;03.lut;02.sie;lut.38;03.sty;02.sie;02.lut;03.lut;02.sie;02.maj;sty.65;02.lut;sty.65;2;01.sie;-0.25;sty.92;sty.92;-0.25;sty.95;sty.95;-0.25
SP1;06.02.2005;Barcelona;Ath Madrid;0;2;A;0;1;A;01.kwi;04.lut;8;sty.35;kwi.25;8;01.kwi;04.lut;8;01.kwi;03.lip;06.maj;sty.36;mar.75;8;01.kwi;04.lut;8;sty.33;4;8;sty.71;2;sty.75;02.maj;01.lip;02.maj;-1.25;02.cze;sty.78;-1.5;2.149;sty.75;-1.5
SP1;06.02.2005;Betis;Osasuna;3;1;H;2;1;H;sty.72;mar.25;kwi.33;01.sie;mar.35;4;01.sie;03.kwi;kwi.33;01.lip;03.sty;04.kwi;sty.67;mar.25;04.maj;sty.75;03.kwi;kwi.33;sty.72;03.lut;kwi.33;2;sty.71;02.sty;01.lip;01.sie;01.wrz;-0.5;sty.82;02.lut;-0.5;sty.85;2.049;-0.5
SP1;06.02.2005;Getafe;Numancia;1;0;H;1;0;H;sty.66;03.kwi;04.maj;01.sie;mar.35;4;01.sie;03.kwi;kwi.33;sty.65;03.lut;04.cze;sty.73;03.lut;kwi.33;sty.75;03.kwi;kwi.33;sty.66;03.mar;04.maj;02.maj;sty.65;02.mar;01.cze;01.sie;01.wrz;-0.5;sty.72;02.gru;-0.5;2.049;sty.85;-0.75
SP1;06.02.2005;La Coruna;Ath Bilbao;1;1;D;0;0;D;01.wrz;mar.25;03.maj;2;03.mar;mar.35;02.maj;03.lut;03.cze;sty.75;03.lut;4;sty.91;03.lut;03.maj;sty.95;mar.25;03.cze;02.maj;03.lut;03.sty;sty.95;sty.75;2;01.sie;01.lip;02.maj;-0.25;;;;2;1.899;-0.5
SP1;06.02.2005;Levante;Sevilla;0;3;A;0;1;A;lut.38;03.lut;lut.63;02.maj;mar.15;02.cze;02.cze;03.lut;02.cze;02.mar;3;02.lip;lut.38;03.lut;02.cze;02.maj;03.lut;02.cze;02.maj;02.wrz;lut.62;02.maj;sty.65;02.lut;sty.65;sty.85;sty.95;0;sty.88;sty.96;0;sty.85;2.049;0
SP1;06.02.2005;Malaga;Mallorca;0;0;D;0;0;D;02.sty;mar.25;3;2;03.mar;mar.35;02.sty;mar.25;03.kwi;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;02.maj;03.lut;03.mar;01.wrz;03.lut;03.maj;02.maj;sty.65;lut.15;sty.66;01.sie;2;-0.25;01.sie;02.kwi;-0.25;1.875;2.024;-0.25
SP1;06.02.2005;Villarreal;Santander;2;1;H;0;1;A;01.maj;03.maj;6;01.maj;03.cze;06.kwi;01.maj;mar.75;cze.75;01.maj;03.maj;05.kwi;01.kwi;mar.75;7;01.maj;03.cze;06.maj;sty.44;03.cze;06.maj;sty.85;sty.85;2;01.sie;2;sty.75;-1.25;sty.72;02.gru;-1;sty.75;2.149;-1
SP1;12.02.2005;Valencia;La Coruna;1;2;A;0;1;A;01.sie;03.kwi;04.maj;01.lip;03.kwi;kwi.55;01.sie;03.mar;04.maj;sty.65;03.lut;04.cze;sty.67;mar.25;04.maj;sty.73;03.kwi;kwi.75;01.lip;03.lut;04.maj;01.wrz;sty.79;2;01.sie;01.sie;01.wrz;-0.5;02.cze;sty.78;-0.75;2.149;sty.75;-0.75
SP1;12.02.2005;Zaragoza;Barcelona;1;4;A;0;3;A;5;03.kwi;sty.72;kwi.85;mar.45;sty.65;04.maj;03.mar;01.sie;4;3;01.sie;kwi.33;03.lut;sty.73;kwi.75;03.kwi;sty.73;03.sie;mar.25;01.sie;sty.85;sty.85;2;01.sie;01.wrz;01.wrz;0.75;sty.94;01.wrz;0.75;sty.95;sty.95;0.75
SP1;13.02.2005;Ath Bilbao;Betis;4;4;D;2;3;A;2;mar.25;mar.25;2;03.mar;mar.35;2;03.mar;mar.65;01.wrz;3;03.cze;sty.91;03.lut;03.maj;2;mar.25;03.kwi;sty.83;03.lut;mar.75;01.wrz;sty.79;02.sty;01.lip;2;sty.73;-0.5;02.sie;sty.76;-0.5;02.sty;01.sie;-0.5
SP1;13.02.2005;Ath Madrid;Levante;0;0;D;0;0;D;sty.57;03.kwi;05.maj;sty.55;03.maj;6;sty.57;03.maj;cze.33;sty.55;03.kwi;5;01.maj;03.kwi;6;sty.57;03.kwi;6;01.maj;03.kwi;6;sty.95;sty.75;lut.15;sty.67;01.wrz;01.wrz;-1;sty.94;01.wrz;-1;sty.95;sty.95;-1
SP1;13.02.2005;Espanol;Getafe;2;0;H;0;0;D;sty.61;03.kwi;5;01.maj;03.cze;06.kwi;01.lip;03.kwi;05.sty;sty.55;03.kwi;5;sty.62;mar.25;5;sty.62;03.maj;5;sty.61;03.mar;5;sty.95;sty.75;2;01.sie;01.wrz;01.wrz;-0.75;01.wrz;sty.94;-0.75;sty.95;sty.95;-0.75
SP1;13.02.2005;Mallorca;Albacete;2;1;H;0;1;A;01.wrz;03.sty;mar.75;01.wrz;03.mar;mar.65;01.wrz;03.sty;kwi.33;01.wrz;3;03.cze;sty.91;03.lut;03.maj;sty.85;mar.25;4;01.wrz;03.sty;03.cze;2;sty.71;lut.15;sty.67;01.wrz;sty.81;-0.5;sty.84;2;-0.5;1.899;2;-0.5
SP1;13.02.2005;Numancia;Malaga;0;1;A;0;1;A;lut.25;03.lut;02.sie;02.lut;mar.25;lut.95;lut.38;03.lut;02.wrz;02.mar;02.wrz;02.sie;02.lut;03.lut;02.sie;lut.38;03.sty;02.sie;lut.25;03.lut;lut.75;lut.15;01.cze;02.lut;sty.65;2;01.sie;-0.25;sty.96;sty.88;-0.25;2.024;1.875;-0.25
SP1;13.02.2005;Osasuna;Real Madrid;1;2;A;1;0;H;5;03.kwi;sty.72;04.maj;03.mar;sty.75;04.maj;mar.25;sty.83;4;3;01.sie;4;03.lut;01.sie;kwi.33;03.kwi;01.sie;kwi.33;03.lut;sty.72;sty.75;sty.95;2;01.sie;sty.89;sty.83;0.5;02.sty;sty.74;0.5;2.149;sty.75;0.5
SP1;13.02.2005;Santander;Sociedad;1;3;A;0;3;A;02.mar;03.lut;02.lip;02.lut;mar.25;lut.95;02.mar;mar.25;3;02.lut;02.wrz;3;02.sty;03.lut;3;lut.25;03.sty;3;lut.15;03.sty;3;01.wrz;sty.79;02.maj;sty.75;02.maj;sty.77;-0.25;02.sie;sty.76;-0.25;2.149;sty.75;-0.25
SP1;13.02.2005;Sevilla;Villarreal;2;1;H;1;0;H;02.lut;03.lut;lut.87;02.lut;mar.25;lut.95;lut.25;03.lut;03.sty;02.lut;02.wrz;3;02.lut;03.lut;02.sie;02.lut;03.sty;03.sty;02.sty;03.sty;03.sty;01.wrz;sty.79;02.maj;sty.75;2;01.sie;-0.25;02.lut;sty.82;-0.25;2.049;sty.85;-0.25
SP1;19.02.2005;Barcelona;Mallorca;2;0;H;1;0;H;sty.22;5;10;01.lut;05.maj;12;sty.25;maj.35;11;01.mar;04.lut;8;01.lut;5;11;sty.22;05.maj;10;sty.22;5;09.maj;sty.65;02.maj;01.lip;02.sty;01.wrz;01.wrz;-1.5;01.wrz;sty.94;-1.5;1.899;2;-1.5
SP1;19.02.2005;Real Madrid;Ath Bilbao;0;2;A;0;0;D;sty.44;4;07.maj;sty.35;kwi.25;8;sty.41;kwi.25;07.maj;sty.35;4;7;01.kwi;mar.75;7;01.kwi;4;07.maj;sty.36;mar.75;8;sty.65;02.maj;sty.75;02.maj;01.wrz;sty.58;-1.5;01.sie;02.kwi;-1;2.174;1.725;-1.25
SP1;19.02.2005;Sociedad;Sevilla;1;0;H;0;0;D;02.mar;03.lut;02.lip;02.maj;mar.25;lut.55;02.maj;mar.25;02.lip;02.mar;3;02.lip;lut.38;03.lut;02.cze;02.maj;03.sty;lut.62;02.kwi;03.sty;02.cze;sty.95;sty.75;lut.15;sty.67;01.lip;lut.15;0;01.lip;lut.14;0;1.725;2.174;0
SP1;20.02.2005;Albacete;Numancia;1;2;A;1;0;H;sty.72;mar.25;kwi.33;01.lip;03.kwi;kwi.55;01.lip;mar.45;5;sty.65;03.lut;04.cze;sty.67;mar.25;04.maj;sty.73;03.mar;04.maj;sty.61;03.mar;5;02.maj;sty.65;lut.37;sty.55;01.wrz;01.wrz;-0.75;01.wrz;sty.94;-0.75;1.975;1.925;-0.75
SP1;20.02.2005;Betis;La Coruna;2;0;H;1;0;H;02.sty;mar.25;3;sty.95;03.mar;03.maj;02.sty;03.lut;mar.45;02.mar;02.wrz;02.sie;sty.83;03.lut;mar.75;02.sty;03.sty;03.mar;2;03.lut;03.lut;01.wrz;sty.79;sty.85;sty.95;sty.85;sty.95;-0.25;01.wrz;sty.94;-0.25;1.875;2.024;-0.25
SP1;20.02.2005;Getafe;Osasuna;0;0;D;0;0;D;02.sty;03.lut;3;02.sty;mar.25;mar.15;02.lut;03.lut;03.lut;2;3;03.mar;2;03.lut;03.lut;02.sty;03.lut;03.lut;2;03.lut;03.lut;sty.95;sty.75;02.sty;01.lip;sty.95;sty.85;-0.25;sty.96;sty.88;-0.25;1.975;1.925;-0.25
SP1;20.02.2005;Levante;Zaragoza;0;0;D;0;0;D;02.sty;03.lut;3;02.sty;mar.25;mar.15;lut.15;mar.25;mar.25;01.wrz;3;03.cze;2;03.lut;03.lut;02.sty;03.lut;03.lut;02.sty;03.lut;3;sty.95;sty.75;02.sty;01.lip;01.wrz;01.wrz;-0.25;01.wrz;sty.94;-0.25;1.925;1.975;-0.25
SP1;20.02.2005;Malaga;Espanol;3;2;H;2;0;H;02.mar;03.lut;02.lip;lut.35;03.lut;lut.75;lut.45;mar.25;lut.75;02.mar;3;02.lip;lut.38;3;lut.75;02.kwi;03.sty;lut.75;02.mar;03.sty;lut.75;02.maj;sty.65;lut.37;sty.55;sty.77;02.maj;0;sty.76;02.sie;0;01.sie;02.sty;0
SP1;20.02.2005;Santander;Valencia;1;0;H;0;0;D;02.sie;03.lut;lut.25;mar.35;03.mar;2;mar.25;mar.25;lut.15;3;02.wrz;02.lut;03.lut;3;02.sty;03.sty;03.sty;02.lut;3;03.sty;lut.15;2;sty.71;02.lut;sty.65;2;01.sie;0.25;02.kwi;01.sie;0.25;2.075;1.825;0.25
SP1;20.02.2005;Villarreal;Ath Madrid;3;2;H;0;2;A;01.wrz;03.mar;4;sty.95;03.mar;03.maj;sty.91;03.mar;mar.95;01.wrz;3;03.cze;sty.73;03.lut;kwi.33;sty.91;03.lut;mar.75;01.sie;03.sty;4;02.maj;sty.65;02.mar;01.cze;sty.91;01.sie;-0.5;sty.92;sty.92;-0.5;1.899;2;-0.5
SP1;26.02.2005;Espanol;Albacete;2;1;H;2;0;H;sty.57;03.kwi;05.maj;sty.55;mar.55;maj.75;01.cze;03.maj;05.sie;01.cze;03.mar;04.sie;sty.62;mar.25;5;sty.57;03.maj;05.maj;sty.53;03.maj;05.maj;01.wrz;sty.79;2;01.sie;2;sty.72;-1;sty.76;02.sie;-0.75;01.sie;02.sty;-0.75
SP1;26.02.2005;La Coruna;Real Madrid;2;0;H;2;0;H;3;mar.25;02.mar;03.maj;mar.25;lut.15;lut.75;mar.25;lut.45;02.maj;3;02.maj;lut.75;mar.25;02.lut;3;03.lut;02.mar;02.wrz;03.lut;lut.15;sty.95;sty.75;02.maj;sty.75;2;01.sie;0;sty.76;02.sie;0.25;01.sie;02.sty;0.25
SP1;26.02.2005;Mallorca;Levante;1;2;A;0;0;D;sty.83;mar.25;mar.75;sty.95;03.mar;03.maj;sty.95;mar.25;mar.85;2;3;03.mar;sty.91;03.lut;03.maj;sty.91;mar.25;mar.75;sty.83;03.lut;mar.75;01.wrz;sty.79;02.maj;sty.75;sty.95;sty.76;-0.5;sty.92;sty.92;-0.5;sty.95;sty.95;-0.5
SP1;26.02.2005;Numancia;Barcelona;1;1;D;1;0;H;7;mar.75;01.maj;lip.25;4;01.kwi;7;mar.75;01.maj;05.cze;03.kwi;01.maj;6;03.kwi;01.maj;06.maj;03.sie;01.maj;6;03.kwi;01.maj;sty.75;sty.95;sty.95;sty.85;2;01.sie;1;02.sie;sty.76;1;2.049;sty.85;1
SP1;27.02.2005;Ath Madrid;Sociedad;1;0;H;1;0;H;sty.72;mar.25;kwi.33;01.sie;mar.35;4;sty.73;03.mar;5;01.sie;03.sty;03.sie;sty.73;03.lut;kwi.33;sty.75;03.kwi;kwi.33;01.lip;03.mar;kwi.33;sty.95;sty.75;02.maj;sty.75;sty.73;sty.99;-0.5;01.lip;lut.14;-0.5;1.725;2.174;-0.5
SP1;27.02.2005;Osasuna;Malaga;1;6;A;0;3;A;sty.83;mar.25;mar.75;01.sie;mar.35;4;sty.85;mar.25;04.mar;01.wrz;3;03.cze;sty.91;03.lut;03.maj;sty.83;mar.25;4;sty.72;mar.25;04.lut;2;sty.71;02.mar;01.cze;sty.85;sty.85;-0.5;sty.84;2;-0.5;sty.85;2.049;-0.5
SP1;27.02.2005;Sevilla;Santander;2;2;D;1;1;D;01.maj;03.maj;6;sty.45;03.lip;7;01.maj;mar.75;7;sty.45;03.cze;05.sie;01.maj;03.kwi;6;sty.44;mar.75;7;sty.44;03.cze;06.maj;01.wrz;sty.79;02.maj;sty.75;01.wrz;01.wrz;-1;sty.92;sty.92;-1;1.975;1.925;-1
SP1;27.02.2005;Valencia;Betis;2;1;H;1;1;D;2;03.mar;03.cze;01.wrz;03.mar;mar.65;2;mar.25;mar.75;01.wrz;3;03.cze;2;3;03.kwi;2;03.mar;03.cze;sty.95;03.sty;03.maj;2;sty.71;02.sty;01.lip;2;sty.74;-0.5;2;sty.84;-0.5;2.075;1.825;-0.5
SP1;27.02.2005;Zaragoza;Villarreal;1;0;H;1;0;H;lut.37;03.lut;lut.62;02.lip;03.lut;02.kwi;02.maj;mar.15;lut.75;02.kwi;3;02.cze;lut.25;03.lut;lut.75;02.kwi;03.lut;02.lip;lut.37;03.sty;lut.62;sty.85;sty.85;02.sty;01.lip;sty.85;sty.95;0;sty.82;02.lut;0;sty.85;2.049;0
SP1;01.03.2005;Barcelona;Espanol;0;0;D;0;0;D;01.kwi;kwi.33;07.maj;01.kwi;4;lip.25;01.kwi;4;08.maj;01.kwi;03.lip;06.maj;sty.36;mar.75;8;sty.33;04.maj;9;sty.36;mar.75;8;sty.65;02.maj;01.sie;2;02.lut;sty.58;-1.5;02.lut;sty.82;-1.25;2.025;1.875;-1.25
SP1;02.03.2005;Albacete;Osasuna;1;1;D;0;0;D;02.lut;mar.25;02.sie;lut.15;mar.25;03.maj;02.lut;03.lut;03.lut;02.sty;02.wrz;03.lut;02.sty;03.lut;3;02.sty;03.lut;03.lut;lut.25;03.sty;02.sie;2;01.lip;02.lut;sty.65;02.lut;01.cze;-0.5;sty.82;02.lut;-0.25;1.825;2.075;-0.25
SP1;02.03.2005;Getafe;La Coruna;1;1;D;0;1;A;lut.62;03.lut;lut.37;02.lip;mar.15;02.kwi;lut.65;mar.25;lut.55;02.cze;02.wrz;02.maj;lut.38;03.lut;02.cze;02.lip;03.lut;02.kwi;02.maj;03.sty;02.maj;2;01.lip;lut.25;sty.61;sty.46;lut.55;0.5;2;sty.84;0;2.025;1.875;0
SP1;02.03.2005;Levante;Numancia;1;1;D;1;1;D;sty.66;03.kwi;04.maj;01.lip;mar.35;kwi.75;01.lip;mar.45;5;sty.55;03.kwi;5;sty.73;03.lut;kwi.33;sty.67;03.kwi;04.sie;01.lip;03.lut;04.maj;2;01.lip;02.lut;sty.65;01.lip;02.kwi;-0.5;sty.86;sty.98;-0.75;1.875;2.025;-0.75
SP1;02.03.2005;Malaga;Ath Bilbao;1;0;H;1;0;H;02.lut;mar.25;02.sie;02.mar;03.lut;02.sie;lut.35;03.mar;lut.85;02.lut;02.wrz;3;lut.25;03.lut;lut.75;02.mar;mar.25;02.sie;lut.25;03.lut;lut.75;02.maj;sty.65;lut.37;sty.55;lut.35;sty.53;-0.5;01.wrz;sty.94;-0.25;sty.95;sty.95;-0.25
SP1;02.03.2005;Real Madrid;Betis;3;1;H;2;0;H;01.maj;03.maj;6;sty.47;4;05.sie;sty.52;mar.75;06.maj;sty.55;03.kwi;5;sty.57;03.maj;5;01.maj;mar.75;6;sty.44;03.cze;06.maj;sty.65;02.maj;01.sie;2;lut.25;sty.46;-1.5;02.gru;sty.72;-1;02.maj;sty.85;-1
SP1;02.03.2005;Santander;Ath Madrid;2;1;H;1;1;D;lut.37;03.lut;lut.62;lut.35;03.lut;lut.75;02.maj;03.lut;lut.75;02.mar;02.wrz;02.sie;02.maj;03.lut;02.maj;02.kwi;03.lut;02.lip;lut.37;03.sty;lut.62;02.maj;sty.65;02.sty;01.lip;02.maj;sty.48;-0.5;sty.78;02.cze;0;01.sie;02.sty;0
SP1;02.03.2005;Sevilla;Valencia;2;2;D;1;1;D;lut.25;mar.25;lut.75;02.lut;mar.25;lut.95;lut.25;03.lut;03.sty;02.mar;3;02.lip;02.lut;03.lut;02.sie;02.lut;03.lut;3;02.sty;03.sty;03.sty;2;01.lip;02.sty;01.lip;lut.25;sty.57;-0.5;lut.14;01.lip;-0.25;02.lut;01.lip;-0.25
SP1;02.03.2005;Sociedad;Zaragoza;2;1;H;1;1;D;2;mar.25;mar.25;2;mar.25;03.kwi;02.maj;03.mar;03.maj;01.wrz;3;03.cze;sty.91;03.lut;3;2;mar.25;03.kwi;sty.95;03.lut;03.mar;2;01.lip;02.maj;sty.75;02.sty;sty.67;-0.5;02.kwi;01.sie;-0.25;02.maj;sty.85;-0.25
SP1;02.03.2005;Villarreal;Mallorca;2;1;H;0;1;A;01.maj;03.maj;6;sty.45;mar.75;cze.75;01.maj;mar.75;cze.75;01.maj;03.maj;05.kwi;sty.44;03.cze;06.maj;01.maj;03.cze;06.maj;sty.44;03.cze;06.maj;sty.85;sty.85;02.maj;sty.75;lut.25;sty.46;-1.5;sty.84;2;-1;sty.85;02.maj;-1
SP1;05.03.2005;Ath Madrid;Sevilla;3;0;H;3;0;H;02.sty;mar.25;3;02.maj;mar.25;mar.25;02.sty;03.mar;03.mar;2;3;03.mar;sty.83;03.lut;mar.75;02.sty;03.lut;03.lut;2;03.mar;03.sty;sty.71;2;02.mar;01.cze;01.lip;02.maj;-0.25;02.gru;sty.72;-0.5;2.125;1.775;-0.5
SP1;05.03.2005;Osasuna;Barcelona;0;1;A;0;1;A;kwi.33;03.mar;sty.72;kwi.55;03.kwi;01.lip;kwi.65;03.kwi;sty.75;04.lut;03.sty;sty.75;04.maj;mar.25;sty.67;04.maj;03.kwi;sty.73;04.lut;mar.25;sty.72;sty.85;sty.85;2;01.sie;sty.55;02.mar;1;sty.72;02.gru;0.75;sty.75;lut.15;0.75
SP1;05.03.2005;Valencia;Real Madrid;1;1;D;1;1;D;02.kwi;03.lut;lut.87;02.maj;mar.15;02.cze;02.maj;03.lut;02.lip;02.mar;3;02.lip;02.maj;03.lut;02.maj;02.maj;03.lut;02.lip;lut.37;03.sty;lut.62;sty.85;sty.85;02.sty;01.lip;sty.65;lut.15;0;02.kwi;01.sie;-0.25;2.075;1.825;-0.25
SP1;06.03.2005;Ath Bilbao;Albacete;3;1;H;1;1;D;01.maj;03.maj;6;sty.55;mar.55;maj.75;sty.55;mar.55;06.kwi;sty.55;03.kwi;5;01.maj;03.kwi;6;sty.53;03.cze;6;sty.53;03.maj;05.maj;01.wrz;sty.79;2;01.sie;02.maj;01.lip;-1;sty.76;02.sie;-0.75;01.sie;02.sty;-0.75
SP1;06.03.2005;Betis;Getafe;2;2;D;1;1;D;01.maj;03.maj;6;01.kwi;4;lip.25;sty.45;mar.95;lip.25;sty.45;03.cze;05.sie;01.kwi;mar.75;7;sty.44;mar.75;7;01.kwi;mar.75;7;sty.79;01.wrz;02.maj;sty.75;lut.15;sty.65;-1.25;sty.96;sty.88;-1;2;01.wrz;-1
SP1;06.03.2005;Espanol;Levante;2;1;H;1;1;D;sty.61;03.kwi;5;01.lip;03.kwi;kwi.55;sty.67;03.kwi;maj.25;01.lip;03.sty;04.kwi;sty.67;mar.25;04.maj;sty.67;03.kwi;04.sie;sty.61;03.mar;5;sty.85;sty.85;02.sty;01.lip;lut.15;sty.65;-1;sty.94;01.wrz;-0.75;2;01.wrz;-0.75
SP1;06.03.2005;La Coruna;Malaga;1;0;H;1;0;H;sty.61;03.kwi;5;01.cze;03.maj;maj.25;sty.67;03.kwi;maj.25;sty.55;03.kwi;5;sty.73;03.lut;kwi.33;sty.67;03.kwi;05.maj;sty.66;03.mar;04.maj;sty.75;sty.95;02.sty;01.lip;02.maj;01.lip;-1;sty.92;sty.92;-0.75;1.875;2.025;-0.75
SP1;06.03.2005;Mallorca;Sociedad;3;2;H;2;2;D;02.sty;mar.25;3;02.lut;mar.25;lut.95;lut.25;mar.25;3;02.lut;3;02.wrz;02.lut;03.lut;02.sie;lut.25;mar.25;lut.88;02.lut;mar.25;lut.75;sty.85;sty.85;02.maj;sty.75;01.cze;02.lut;0;sty.98;sty.86;-0.25;2;01.wrz;-0.25
SP1;06.03.2005;Numancia;Villarreal;1;1;D;0;1;A;lut.75;mar.25;lut.25;mar.15;mar.25;02.sty;03.maj;03.lut;lut.25;02.sie;02.wrz;02.mar;02.sie;03.lut;02.lut;3;03.lut;02.lut;lut.75;03.lut;lut.25;sty.71;2;02.mar;01.cze;02.lut;01.cze;0;sty.88;sty.96;0.25;01.wrz;2;0.25
SP1;06.03.2005;Zaragoza;Santander;1;0;H;0;0;D;sty.72;03.mar;kwi.33;sty.75;mar.35;04.mar;sty.76;03.mar;kwi.75;01.sie;3;4;sty.73;03.lut;kwi.33;sty.75;mar.25;04.maj;sty.66;03.mar;04.maj;sty.75;sty.95;02.maj;sty.75;01.maj;lut.45;-0.25;sty.88;sty.96;-0.5;1.875;2.025;-0.5
SP1;12.03.2005;Barcelona;Ath Bilbao;2;0;H;2;0;H;01.kwi;mar.75;07.maj;01.kwi;4;lip.25;sty.45;4;lip.25;sty.45;03.cze;05.sie;sty.44;03.cze;06.maj;01.kwi;4;07.maj;01.kwi;mar.75;7;sty.85;sty.85;2;01.sie;sty.73;2;-1;01.sie;02.kwi;-1;1.875;2.025;-1
SP1;12.03.2005;Malaga;Betis;1;2;A;1;2;A;02.lut;03.lut;lut.87;02.sty;mar.25;mar.15;lut.25;03.lut;03.sty;02.sty;02.wrz;03.lut;02.lut;03.lut;02.sie;02.lut;03.lut;3;lut.15;03.sty;3;2;01.lip;02.lut;sty.65;01.wrz;sty.82;-0.25;02.kwi;01.sie;-0.25;2.075;1.825;-0.25
SP1;13.03.2005;Albacete;La Coruna;0;1;A;0;1;A;lut.87;03.lut;02.lut;lut.95;mar.25;02.lut;3;03.lut;02.mar;02.sie;02.wrz;02.mar;lut.75;3;lut.38;02.wrz;03.lut;lut.25;lut.75;03.sty;02.mar;02.maj;sty.65;02.lut;sty.65;sty.82;01.wrz;0.25;sty.84;2;0.25;1.825;2.075;0.25
SP1;13.03.2005;Ath Madrid;Valencia;1;0;H;1;0;H;lut.37;03.lut;lut.62;lut.35;03.lut;lut.75;lut.45;mar.25;lut.75;02.maj;3;02.maj;lut.25;03.lut;lut.75;lut.38;03.lut;lut.75;lut.25;03.lut;lut.75;2;01.lip;02.lut;sty.65;sty.73;2;0;sty.84;2;0;1.875;2.025;0
SP1;13.03.2005;Getafe;Real Madrid;2;1;H;1;0;H;kwi.33;mar.25;sty.72;kwi.85;mar.45;sty.65;5;mar.35;sty.73;04.kwi;03.sty;01.lip;04.maj;mar.25;sty.67;04.cze;03.kwi;01.lip;04.maj;03.lut;01.lip;01.wrz;01.sie;2;01.sie;02.sty;sty.73;0.5;01.lip;lut.14;0.75;sty.75;lut.15;0.75
SP1;13.03.2005;Levante;Osasuna;4;0;H;3;0;H;01.wrz;mar.25;03.maj;02.maj;mar.25;mar.25;02.maj;03.lut;03.cze;01.wrz;3;03.cze;sty.91;03.lut;03.maj;2;mar.25;03.kwi;sty.95;03.lut;03.mar;2;01.lip;lut.25;sty.61;sty.77;sty.95;-0.25;sty.84;2;-0.25;sty.85;02.maj;-0.25
SP1;13.03.2005;Santander;Mallorca;3;0;H;2;0;H;01.wrz;mar.25;03.maj;sty.75;mar.35;04.mar;sty.95;03.mar;03.sie;01.wrz;3;03.cze;sty.91;03.lut;03.maj;sty.95;mar.25;03.cze;01.wrz;03.lut;03.maj;sty.95;sty.75;02.sty;01.lip;sty.77;sty.95;-0.25;2;sty.84;-0.5;2;01.wrz;-0.5
SP1;13.03.2005;Sevilla;Zaragoza;0;1;A;0;1;A;sty.72;mar.25;kwi.33;01.cze;03.maj;maj.25;sty.73;mar.35;5;01.lip;03.sty;04.kwi;sty.73;03.lut;kwi.33;01.lip;03.kwi;04.cze;01.lip;03.lut;04.maj;01.wrz;01.sie;lut.15;sty.66;sty.83;sty.88;-0.75;sty.94;01.wrz;-0.75;1.975;1.925;-0.75
SP1;13.03.2005;Sociedad;Numancia;2;1;H;1;0;H;sty.61;03.kwi;5;sty.55;03.maj;05.kwi;sty.65;mar.45;05.maj;01.cze;03.mar;04.sie;sty.67;mar.25;04.maj;sty.62;03.maj;5;sty.57;03.mar;05.maj;sty.95;sty.75;02.maj;sty.75;sty.77;sty.95;-0.25;sty.86;sty.98;-0.75;sty.85;02.maj;-0.75
SP1;13.03.2005;Villarreal;Espanol;4;1;H;1;1;D;sty.83;mar.25;mar.75;sty.75;mar.35;04.mar;sty.85;mar.25;kwi.35;sty.85;3;03.sie;sty.73;03.lut;kwi.33;sty.85;mar.25;4;01.sie;03.mar;mar.75;sty.95;sty.75;02.maj;sty.75;sty.85;sty.86;-0.5;01.wrz;sty.94;-0.5;01.wrz;2;-0.5
SP1;16.03.2005;Ath Bilbao;Getafe;1;2;A;1;0;H;sty.57;03.kwi;05.maj;sty.45;mar.75;7;01.maj;03.cze;06.maj;01.maj;03.maj;05.kwi;sty.44;03.cze;06.maj;sty.53;03.maj;6;sty.53;03.maj;05.maj;sty.95;sty.75;02.maj;sty.75;01.maj;lut.32;-0.5;02.sie;sty.76;-1;01.sie;02.sty;-0.75
SP1;19.03.2005;Betis;Albacete;2;1;H;1;0;H;01.maj;03.maj;6;01.maj;03.maj;cze.75;01.maj;mar.75;cze.75;01.kwi;03.lip;06.maj;sty.44;03.cze;06.maj;sty.44;mar.75;7;sty.44;03.cze;06.maj;sty.85;sty.85;sty.85;sty.95;01.sie;2;-1;sty.82;02.lut;-1;sty.85;02.maj;-1
SP1;19.03.2005;Espanol;Sociedad;2;2;D;1;1;D;sty.72;mar.25;kwi.33;01.sie;mar.35;4;sty.77;03.kwi;04.maj;01.sie;3;4;sty.62;mar.25;5;sty.73;03.mar;04.maj;01.lip;03.mar;kwi.33;sty.85;sty.85;sty.95;sty.85;2;01.sie;-0.75;sty.98;sty.86;-0.75;02.maj;sty.85;-0.75
SP1;19.03.2005;La Coruna;Barcelona;0;1;A;0;1;A;lut.87;03.lut;02.kwi;lut.85;mar.25;lut.25;02.wrz;03.lut;lut.38;02.maj;3;02.maj;02.sie;03.lut;02.lut;lut.88;03.lut;lut.38;lut.75;03.sty;02.mar;01.wrz;sty.79;02.maj;sty.75;02.maj;01.lip;0;sty.74;02.sty;0.25;sty.75;lut.15;0.25
