Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
I1;27.10.2004;Palermo;Livorno;1;2;A;1;1;D;sty.61;03.lut;05.maj;01.maj;mar.25;lip.75;sty.57;mar.25;06.mar;01.cze;03.mar;04.sie;sty.57;mar.25;05.maj;sty.62;03.mar;05.maj;sty.57;03.sty;6;2;sty.71;02.sty;01.lip;sty.57;lut.14;-0.5;sty.76;02.sie;-0.75;01.sie;02.sty;-0.75
I1;27.10.2004;Reggina;Fiorentina;1;2;A;0;0;D;lut.25;3;3;02.mar;lut.85;mar.15;02.mar;02.wrz;03.sty;02.mar;02.lip;3;lut.25;lut.88;3;02.mar;lut.88;03.lut;lut.15;3;03.sty;02.maj;sty.65;02.lut;01.cze;02.mar;01.maj;-0.5;02.lut;sty.82;-0.25;2.075;1.825;-0.25
I1;28.10.2004;Juventus;Roma;2;0;H;1;0;H;sty.66;03.lut;6;01.lip;03.lut;04.wrz;sty.67;03.mar;5;sty.65;03.lut;04.cze;sty.73;03.lut;kwi.33;sty.67;03.lut;05.maj;01.lip;03.lut;04.maj;sty.79;01.wrz;2;01.sie;sty.67;sty.99;-0.5;sty.94;01.wrz;-0.75;sty.95;sty.95;-0.75
I1;30.10.2004;Inter;Lazio;1;1;D;0;0;D;sty.57;03.kwi;7;sty.45;03.lip;7;sty.47;mar.55;07.lut;01.cze;03.mar;04.sie;01.maj;03.kwi;6;sty.53;03.kwi;06.maj;sty.57;03.sty;6;sty.79;01.wrz;sty.85;sty.95;sty.47;lut.38;-0.5;01.wrz;sty.94;-1;1.875;2.025;-1
I1;30.10.2004;Sampdoria;Milan;0;1;A;0;0;D;4;3;sty.83;04.lut;03.sty;sty.85;04.kwi;mar.15;01.sie;03.sie;03.sty;01.sie;5;mar.25;sty.62;kwi.33;03.lut;01.sie;04.lut;3;01.sie;sty.95;sty.75;02.sty;01.lip;sty.84;01.sie;0.5;sty.78;02.cze;0.75;sty.75;lut.15;0.75
I1;31.10.2004;Fiorentina;Lecce;4;0;H;1;0;H;02.sty;3;mar.25;02.sty;03.maj;mar.35;lut.15;03.sty;03.lut;02.sty;02.sie;03.mar;2;3;03.kwi;02.sty;03.sty;03.mar;lut.15;lut.87;mar.25;sty.75;sty.95;sty.85;sty.95;lut.15;sty.57;-0.5;sty.94;01.wrz;-0.25;01.wrz;2;-0.25
I1;31.10.2004;Juventus;Chievo;3;0;H;1;0;H;sty.36;4;7;sty.45;03.lip;7;01.kwi;mar.85;07.lip;sty.35;4;7;01.mar;4;9;sty.36;4;08.maj;01.kwi;mar.75;7;sty.79;01.wrz;sty.85;sty.95;02.lut;sty.58;-1.5;02.cze;sty.78;-1.5;1.825;2.075;-1.25
I1;31.10.2004;Livorno;Brescia;2;1;H;1;1;D;02.sty;3;mar.25;02.sty;02.sie;mar.75;02.sty;3;mar.45;02.lut;02.sie;03.sty;2;3;03.kwi;02.lut;3;mar.25;lut.25;lut.87;3;sty.95;sty.75;02.sty;01.lip;02.sty;01.cze;-0.5;sty.78;02.cze;-0.25;1.775;2.125;-0.25
I1;31.10.2004;Messina;Reggina;2;1;H;0;1;A;01.wrz;3;mar.75;02.sty;lut.85;03.lip;2;3;mar.75;2;02.sie;03.cze;sty.91;lut.88;4;sty.91;03.sty;4;2;lut.87;03.cze;2;sty.71;02.sty;01.lip;2;sty.67;-0.5;02.sty;sty.74;-0.5;lut.15;sty.75;-0.5
I1;31.10.2004;Parma;Atalanta;2;2;D;1;1;D;sty.72;03.lut;kwi.33;01.lip;3;05.maj;01.lip;03.lut;5;sty.75;03.sty;04.lut;sty.73;lut.88;5;sty.75;mar.25;04.maj;01.lip;03.lut;04.maj;sty.85;sty.85;sty.95;sty.85;01.lip;sty.95;-0.5;02.lut;sty.82;-0.75;2;01.wrz;-0.75
I1;31.10.2004;Roma;Cagliari;5;1;H;2;1;H;sty.61;mar.25;5;01.cze;03.lut;6;sty.55;03.kwi;cze.25;sty.55;03.kwi;5;sty.62;mar.25;5;sty.53;03.cze;6;01.maj;03.kwi;6;sty.75;sty.95;01.sie;2;sty.55;02.lut;-0.5;2;sty.84;-1;02.sty;01.sie;-1
I1;31.10.2004;Siena;Bologna;1;1;D;0;1;A;02.lut;3;03.sty;lut.15;lut.75;mar.65;lut.15;3;03.mar;02.lut;02.sie;03.sty;02.sty;3;03.lut;lut.25;3;03.sty;02.sty;lut.87;03.mar;02.maj;sty.65;lut.25;sty.61;lut.15;sty.58;-0.5;sty.92;sty.92;-0.25;1.875;2.025;-0.25
I1;31.10.2004;Udinese;Palermo;1;0;H;0;0;D;02.sty;3;mar.25;lut.15;02.sie;mar.65;02.sty;lut.85;mar.65;2;02.sie;03.cze;02.sty;02.sie;03.maj;02.sty;3;03.maj;sty.83;3;4;2;sty.71;lut.15;sty.66;02.sty;01.cze;-0.5;01.sie;02.kwi;-0.25;01.sie;02.sty;-0.25
I1;06.11.2004;Brescia;Chievo;1;0;H;0;0;D;lut.37;lut.87;lut.87;lut.45;lut.75;03.maj;02.maj;lut.75;lut.95;02.kwi;02.lip;02.wrz;lut.38;02.sie;lut.88;02.maj;lut.88;lut.88;lut.37;02.sie;02.wrz;2;sty.71;lut.25;sty.61;02.maj;sty.42;-0.5;sty.84;2;0;01.wrz;2;0
I1;06.11.2004;Reggina;Juventus;2;1;H;2;1;H;6;03.kwi;sty.53;6;mar.45;sty.55;06.maj;mar.45;sty.52;5;03.kwi;sty.55;6;03.kwi;01.maj;6;03.kwi;sty.57;05.maj;03.kwi;sty.53;2;sty.71;02.sty;01.lip;lut.25;sty.52;0.5;sty.84;2;1;1.925;1.975;1
I1;07.11.2004;Atalanta;Sampdoria;0;0;D;0;0;D;02.kwi;02.wrz;02.sie;lut.55;lut.75;02.wrz;02.maj;lut.75;lut.95;02.kwi;02.sie;02.sie;lut.38;02.sie;lut.88;02.maj;lut.88;lut.88;02.maj;02.wrz;lut.62;01.wrz;sty.79;02.sty;01.lip;02.maj;sty.42;-0.5;sty.84;2;0;sty.85;02.maj;0
I1;07.11.2004;Bologna;Messina;2;2;D;1;2;A;2;3;03.maj;sty.95;lut.85;04.lut;sty.95;02.wrz;04.sty;2;02.wrz;03.kwi;sty.91;lut.88;4;2;3;mar.75;sty.95;3;03.cze;sty.85;sty.85;2;01.sie;sty.95;01.lip;-0.5;02.lut;sty.82;-0.5;02.maj;sty.85;-0.5
I1;07.11.2004;Cagliari;Livorno;0;0;D;0;0;D;01.wrz;03.sty;mar.75;01.sie;03.sty;04.maj;01.sie;3;04.lip;01.sie;3;4;01.sie;03.lut;4;01.sie;03.lut;kwi.33;sty.72;03.sty;04.maj;sty.85;sty.85;02.maj;sty.75;01.sie;sty.83;-0.5;sty.82;02.lut;-0.5;01.sie;02.sty;-0.5
I1;07.11.2004;Fiorentina;Inter;1;1;D;1;0;H;mar.25;3;02.sty;03.kwi;02.wrz;lut.15;03.kwi;mar.15;02.maj;03.mar;02.sie;02.sty;03.lut;03.lut;2;mar.25;3;02.lut;03.mar;lut.87;02.sty;sty.79;01.wrz;sty.85;sty.95;sty.64;02.maj;0.5;2;sty.84;0.25;2.075;1.825;0.25
I1;07.11.2004;Lazio;Siena;1;1;D;0;0;D;sty.72;mar.25;kwi.33;sty.75;mar.25;kwi.65;sty.65;03.lut;maj.35;sty.65;03.lut;04.cze;sty.62;mar.25;5;sty.67;03.kwi;5;sty.61;03.sty;05.maj;sty.95;sty.75;02.sty;01.lip;sty.65;2;-0.5;02.cze;sty.78;-0.75;sty.85;02.maj;-0.5
I1;07.11.2004;Lecce;Udinese;3;4;A;1;1;D;02.sty;3;mar.25;02.lut;lut.85;mar.35;02.sty;03.sty;03.mar;02.sty;02.wrz;03.lut;02.sty;3;03.lut;02.sty;03.sty;03.mar;lut.15;3;03.sty;sty.71;2;sty.85;sty.95;02.sty;01.cze;-0.5;sty.98;sty.86;-0.25;2;01.wrz;-0.25
I1;07.11.2004;Milan;Roma;1;1;D;1;0;H;sty.61;03.kwi;6;sty.65;03.mar;maj.15;sty.65;mar.25;05.mar;sty.65;03.lut;04.cze;sty.62;mar.25;5;sty.62;03.kwi;05.maj;sty.57;03.mar;05.maj;sty.75;sty.95;2;01.sie;sty.65;02.sty;-0.5;sty.82;02.lut;-0.75;1.825;2.075;-0.75
I1;07.11.2004;Palermo;Parma;1;1;D;0;1;A;01.wrz;03.sty;mar.75;01.wrz;03.maj;4;sty.85;03.sty;04.lut;sty.85;03.sty;03.cze;sty.91;3;mar.75;sty.91;3;04.lut;01.wrz;3;mar.75;01.wrz;sty.79;02.sty;01.lip;sty.85;sty.78;-0.5;sty.92;sty.92;-0.5;2.025;1.875;-0.5
I1;10.11.2004;Brescia;Milan;0;0;D;0;0;D;6;03.lut;sty.57;6;03.mar;sty.58;6;03.lut;01.cze;04.cze;03.lut;sty.65;06.maj;03.cze;sty.44;6;03.kwi;sty.57;6;mar.25;sty.53;sty.95;sty.75;02.maj;sty.75;02.wrz;01.cze;0.5;sty.76;02.sie;1;01.sie;02.sty;1
I1;10.11.2004;Chievo;Atalanta;1;0;H;0;0;D;01.sie;03.lut;4;sty.85;lut.85;kwi.75;sty.77;3;5;01.sie;02.wrz;04.lut;01.sie;3;kwi.33;01.sie;03.sty;04.maj;sty.72;02.wrz;5;02.maj;sty.65;02.sty;01.lip;sty.77;sty.88;-0.5;sty.94;01.wrz;-0.5;sty.95;sty.95;-0.5
I1;10.11.2004;Inter;Bologna;2;2;D;1;0;H;01.kwi;03.sie;7;sty.35;kwi.25;8;01.kwi;03.sie;8;sty.37;03.lip;7;01.kwi;03.maj;8;sty.44;03.cze;8;sty.44;03.maj;7;sty.85;sty.85;01.sie;2;02.lut;sty.52;-1.5;sty.86;sty.98;-1.25;1.925;1.975;-1.25
I1;10.11.2004;Juventus;Fiorentina;1;0;H;0;0;D;01.kwi;4;9;sty.35;04.lut;8;sty.33;4;10;01.kwi;03.lip;06.maj;sty.25;04.maj;10;sty.33;04.lut;9;sty.33;04.lut;07.maj;sty.85;sty.85;01.wrz;01.wrz;sty.87;sty.61;-1.5;02.kwi;01.sie;-1.25;02.sty;01.sie;-1.25
I1;10.11.2004;Livorno;Lazio;1;0;H;1;0;H;02.maj;3;lut.62;02.maj;02.sie;02.wrz;lut.65;02.wrz;lut.65;02.maj;02.sie;02.lip;lut.25;3;lut.88;02.maj;3;lut.75;lut.62;02.wrz;02.maj;sty.95;sty.75;02.lut;sty.65;lut.65;sty.38;-0.5;sty.78;02.cze;0;1.825;2.075;0
I1;10.11.2004;Parma;Reggina;1;0;H;0;0;D;sty.83;3;04.lut;sty.85;lut.95;04.maj;sty.83;3;kwi.55;sty.85;02.wrz;4;sty.73;lut.88;5;sty.83;03.sty;kwi.33;sty.83;3;4;2;sty.71;02.sty;01.lip;sty.83;sty.81;-0.5;01.wrz;sty.94;-0.5;1.925;1.975;-0.5
I1;10.11.2004;Roma;Udinese;0;3;A;0;1;A;01.sie;3;kwi.33;sty.75;mar.25;04.maj;sty.67;03.mar;5;01.lip;03.lut;04.lut;sty.67;03.lut;5;01.lip;mar.25;5;01.lip;3;5;sty.79;01.wrz;sty.85;sty.95;sty.67;sty.99;-0.5;sty.82;02.lut;-0.5;1.875;2.025;-0.5
I1;10.11.2004;Sampdoria;Cagliari;0;0;D;0;0;D;01.sie;3;kwi.33;sty.75;03.mar;04.maj;sty.75;mar.25;kwi.75;sty.75;03.sty;04.lut;sty.73;03.lut;kwi.33;sty.83;03.sty;kwi.33;01.sie;3;04.lut;sty.95;sty.75;2;01.sie;sty.75;sty.93;-0.5;sty.76;02.sie;-0.5;sty.75;lut.15;-0.5
I1;10.11.2004;Siena;Lecce;1;1;D;1;0;H;lut.37;3;lut.75;lut.45;lut.95;02.sie;02.kwi;02.wrz;lut.95;02.mar;02.lip;3;02.lut;3;3;lut.38;lut.88;3;lut.37;02.wrz;02.sie;sty.79;01.wrz;sty.75;02.maj;02.kwi;sty.46;-0.5;sty.74;02.sty;0;1.775;2.125;0
I1;11.11.2004;Messina;Palermo;0;0;D;0;0;D;02.sty;02.sie;03.maj;02.kwi;lut.85;3;02.kwi;lut.85;3;02.mar;02.lip;3;02.lut;02.sie;03.lut;02.lut;lut.88;03.kwi;02.maj;02.wrz;03.kwi;2;sty.71;02.sty;01.lip;02.kwi;sty.46;-0.5;02.lut;sty.82;-0.25;2.125;1.775;-0.25
I1;14.11.2004;Atalanta;Brescia;0;0;D;0;0;D;lut.25;3;3;lut.15;3;03.mar;02.mar;lut.85;03.lut;02.lut;02.lip;03.lut;lut.25;lut.75;03.lut;02.mar;lut.88;03.lut;02.mar;02.sie;3;;;02.sty;01.lip;02.mar;sty.51;-0.5;sty.96;sty.88;-0.25;sty.95;sty.95;-0.25
I1;14.11.2004;Cagliari;Inter;3;3;D;2;1;H;03.maj;3;2;kwi.25;lut.95;01.wrz;mar.75;3;2;03.sie;02.lip;2;03.kwi;lut.88;02.sty;mar.75;3;2;4;lut.87;01.wrz;01.wrz;sty.79;sty.95;sty.85;sty.67;2;0.5;sty.78;02.cze;0.5;01.sie;02.sty;0.5
I1;14.11.2004;Fiorentina;Livorno;1;1;D;0;0;D;01.sie;3;kwi.33;01.lip;03.mar;kwi.75;01.sie;03.sty;04.maj;01.sie;02.wrz;04.lut;sty.83;02.sie;04.maj;01.sie;03.sty;04.maj;sty.72;3;04.sie;sty.95;sty.75;lut.15;sty.66;01.sie;sty.84;-0.5;01.sie;02.kwi;-0.5;01.sie;02.sty;-0.5
I1;14.11.2004;Lazio;Bologna;2;1;H;1;0;H;01.wrz;03.sty;mar.75;01.wrz;03.maj;4;sty.95;3;4;01.wrz;02.wrz;03.sie;sty.91;lut.88;4;sty.91;3;04.lut;01.sie;3;04.lut;2;sty.71;lut.15;sty.66;sty.95;sty.71;-0.5;02.cze;sty.78;-0.5;02.sty;01.sie;-0.5
I1;14.11.2004;Lecce;Juventus;0;1;A;0;1;A;5;03.sty;01.sie;04.maj;03.sty;01.sie;kwi.25;mar.25;01.sie;4;03.lut;sty.75;05.maj;mar.25;sty.57;04.maj;03.sty;01.sie;04.maj;03.lut;01.lip;sty.75;sty.95;01.sie;2;sty.84;01.sie;0.5;sty.78;02.cze;0.75;1.825;2.075;0.75
I1;14.11.2004;Milan;Siena;2;1;H;2;1;H;sty.25;04.maj;11;sty.22;05.lut;11;sty.25;04.sie;11;sty.22;04.cze;10;sty.25;04.maj;10;sty.25;5;10;01.lut;5;11;sty.75;sty.95;sty.85;sty.95;sty.25;mar.34;-0.5;02.sty;sty.74;-1.75;1.875;2.025;-1.5
I1;14.11.2004;Palermo;Sampdoria;2;0;H;1;0;H;lut.25;3;3;lut.25;02.sie;03.mar;lut.25;3;3;02.lut;02.lip;03.lut;lut.25;lut.88;3;02.lut;02.wrz;03.mar;lut.25;02.wrz;3;;;02.mar;01.cze;02.sty;sty.59;-0.5;sty.94;01.wrz;-0.25;1.875;2.025;-0.25
I1;14.11.2004;Parma;Chievo;2;2;D;0;0;D;02.sty;3;mar.25;lut.15;lut.95;mar.35;lut.15;02.wrz;mar.45;02.sty;02.sie;03.mar;sty.91;3;mar.75;02.sty;lut.88;03.cze;lut.15;lut.87;mar.25;2;sty.71;02.lut;sty.65;lut.15;sty.58;-0.5;01.sie;02.kwi;-0.25;01.sie;02.sty;-0.25
I1;14.11.2004;Reggina;Roma;1;0;H;1;0;H;lut.75;3;lut.37;02.wrz;3;lut.35;3;3;02.mar;03.lut;02.wrz;02.sty;3;lut.88;lut.25;03.lut;02.wrz;lut.25;3;lut.87;lut.25;01.wrz;sty.79;02.sty;01.lip;01.maj;02.mar;0.5;sty.84;2;0.25;1.875;2.025;0.25
I1;14.11.2004;Udinese;Messina;1;1;D;0;1;A;sty.72;03.lut;04.maj;01.lip;03.sty;05.maj;sty.75;03.lut;04.maj;01.lip;03.sty;04.kwi;sty.73;03.lut;kwi.33;sty.73;03.lut;kwi.75;sty.72;03.sty;04.maj;;;02.maj;sty.75;sty.75;sty.87;-0.5;sty.92;sty.92;-0.75;sty.95;sty.95;-0.75
I1;27.11.2004;Livorno;Udinese;1;2;A;0;1;A;02.maj;lut.75;lut.87;lut.65;02.lip;lut.85;02.cze;02.sie;02.sie;02.maj;02.sie;02.lip;lut.38;02.sie;lut.88;02.maj;02.sie;02.wrz;02.maj;02.sie;lut.75;sty.95;sty.75;02.lut;sty.65;02.cze;01.kwi;-0.5;sty.94;01.wrz;0;1.975;1.925;0
I1;27.11.2004;Siena;Roma;0;4;A;0;0;D;lut.75;3;lut.37;lut.95;lut.95;lut.35;lut.95;lut.95;lut.35;02.sie;02.sie;02.kwi;lut.75;3;lut.38;02.wrz;3;lut.38;02.wrz;02.sie;lut.37;sty.85;sty.85;02.maj;sty.75;sty.48;lut.35;0.5;lut.14;01.lip;0;sty.85;02.maj;0.25
I1;28.11.2004;Atalanta;Reggina;0;1;A;0;1;A;02.lut;3;03.sty;02.sty;lut.85;03.cze;lut.15;lut.85;03.maj;02.sty;02.lip;03.maj;02.sty;lut.75;03.maj;02.lut;3;mar.25;lut.15;lut.87;mar.25;02.maj;sty.65;lut.37;sty.55;lut.15;sty.57;-0.5;sty.74;02.sty;-0.25;2.075;1.825;-0.5
I1;28.11.2004;Bologna;Lecce;0;0;D;0;0;D;02.sty;03.sty;03.lut;02.lut;03.sty;03.sty;02.lut;03.sty;03.sty;02.sty;02.sie;03.mar;2;3;03.kwi;02.lut;03.sty;03.sty;lut.15;lut.87;mar.25;sty.65;02.maj;sty.66;lut.15;02.lut;sty.55;-0.5;02.sty;sty.74;-0.25;02.sty;01.sie;-0.25
I1;28.11.2004;Brescia;Palermo;0;2;A;0;2;A;lut.37;lut.75;3;lut.55;02.lip;lut.95;lut.55;lut.75;02.wrz;02.kwi;02.lip;02.wrz;lut.38;02.sie;lut.88;02.kwi;02.sie;03.sty;lut.37;02.lip;3;02.maj;sty.65;02.kwi;sty.53;lut.55;sty.41;-0.5;sty.74;02.sty;0;2.175;1.725;-0.25
I1;28.11.2004;Chievo;Milan;0;1;A;0;0;D;04.maj;03.lut;sty.72;05.cze;03.lut;sty.65;5;03.lut;01.lip;04.lut;03.sty;sty.75;05.maj;lut.88;sty.67;5;mar.25;01.lip;5;03.sty;sty.66;01.wrz;sty.79;lut.15;sty.66;sty.95;01.lip;0.5;01.wrz;sty.94;0.75;1.925;1.975;0.75
I1;28.11.2004;Inter;Juventus;2;2;D;0;0;D;02.cze;3;02.sie;lut.55;3;02.lip;lut.55;lut.95;02.lip;02.cze;02.sie;02.cze;02.kwi;02.sie;lut.88;02.cze;lut.88;lut.75;02.cze;02.lip;02.lip;sty.85;sty.85;2;01.sie;lut.55;sty.41;-0.5;sty.78;02.cze;0;1.825;2.075;0
I1;28.11.2004;Lazio;Cagliari;2;3;A;1;1;D;sty.83;03.sty;4;01.wrz;3;kwi.15;01.wrz;3;kwi.15;01.sie;03.sty;03.sie;01.sie;03.lut;4;sty.91;3;04.lut;01.sie;03.sty;4;sty.85;sty.85;02.maj;sty.75;01.wrz;sty.74;-0.5;sty.98;sty.86;-0.5;2.025;1.875;-0.5
I1;28.11.2004;Messina;Fiorentina;1;1;D;0;0;D;lut.37;lut.75;3;lut.55;02.lip;lut.95;02.maj;lut.75;lut.95;02.mar;02.lip;3;lut.38;02.sie;lut.88;02.maj;02.sie;02.wrz;lut.37;02.sie;02.wrz;01.wrz;sty.79;lut.25;sty.61;02.maj;sty.42;-0.5;sty.84;2;0;01.wrz;2;0
I1;28.11.2004;Sampdoria;Parma;1;0;H;0;0;D;01.sie;03.sty;04.lut;01.wrz;3;kwi.15;01.wrz;3;kwi.15;2;02.wrz;03.kwi;sty.83;3;4;sty.91;03.sty;4;01.wrz;lut.87;4;2;sty.71;lut.25;sty.61;01.wrz;sty.74;-0.5;01.wrz;sty.94;-0.5;sty.95;sty.95;-0.5
I1;04.12.2004;Inter;Messina;5;0;H;3;0;H;sty.36;mar.75;08.maj;01.mar;04.mar;10;sty.31;kwi.25;10;01.kwi;03.maj;7;01.kwi;03.maj;8;01.kwi;mar.75;08.maj;01.kwi;03.mar;9;sty.75;sty.95;01.lip;02.sty;sty.81;sty.66;-1.5;02.sie;sty.76;-1.5;02.sty;01.sie;-1.5
I1;04.12.2004;Parma;Milan;1;2;A;0;0;D;5;3;sty.72;05.lut;03.mar;sty.65;05.sty;mar.25;sty.68;04.lut;03.sty;sty.75;5;mar.25;sty.62;5;mar.25;01.lip;05.maj;03.sty;sty.61;2;sty.71;lut.15;sty.66;sty.99;sty.68;0.5;sty.94;01.wrz;0.75;2;01.wrz;0.75
I1;05.12.2004;Cagliari;Chievo;4;2;H;3;0;H;2;lut.87;mar.75;02.sty;02.sie;mar.75;02.sty;lut.85;03.lip;01.wrz;02.wrz;03.sie;sty.91;lut.88;4;2;lut.88;4;02.sty;02.sie;03.kwi;2;sty.71;02.sty;01.lip;02.sty;sty.61;-0.5;02.sty;sty.74;-0.5;1.825;2.075;-0.25
I1;05.12.2004;Fiorentina;Bologna;1;0;H;0;0;D;sty.83;lut.87;04.maj;sty.85;lut.85;kwi.75;01.sie;lut.95;kwi.85;01.wrz;02.sie;4;sty.83;lut.88;kwi.33;01.sie;3;kwi.75;01.wrz;lut.75;04.lut;02.maj;sty.65;02.lut;sty.65;01.sie;sty.83;-0.5;01.sie;02.kwi;-0.5;sty.85;02.maj;-0.5
I1;05.12.2004;Juventus;Lazio;2;1;H;1;1;D;sty.36;kwi.33;9;sty.35;kwi.15;08.maj;sty.31;04.mar;09.lip;sty.45;03.cze;05.sie;01.mar;4;9;sty.36;4;9;sty.33;4;8;sty.79;01.wrz;01.wrz;01.wrz;sty.81;sty.66;-1.5;sty.88;sty.96;-1.25;sty.85;02.maj;-1.25
I1;05.12.2004;Lecce;Livorno;3;2;H;1;2;A;01.wrz;03.sty;mar.75;01.wrz;mar.15;03.wrz;sty.87;mar.15;4;sty.85;3;03.sie;sty.91;3;mar.75;sty.91;03.sty;4;sty.83;lut.87;kwi.33;sty.75;sty.95;01.lip;02.sty;sty.87;sty.76;-0.5;sty.92;sty.92;-0.5;sty.95;sty.95;-0.5
I1;05.12.2004;Palermo;Atalanta;1;0;H;1;0;H;01.maj;mar.25;7;01.maj;03.kwi;7;sty.51;03.kwi;7;01.cze;03.mar;04.sie;01.maj;03.lut;7;sty.53;03.mar;7;sty.53;mar.25;6;02.maj;sty.65;lut.15;sty.66;sty.51;lut.29;-0.5;02.sty;sty.74;-1;1.825;2.075;-0.75
I1;05.12.2004;Reggina;Brescia;1;3;A;0;2;A;01.wrz;02.wrz;4;02.maj;lut.75;4;02.sty;lut.75;03.sie;2;02.sie;03.cze;sty.91;3;mar.75;2;lut.88;4;2;02.sie;mar.75;lut.15;01.cze;02.mar;01.cze;02.sty;01.cze;-0.5;02.sty;sty.74;-0.5;01.sie;02.sty;-0.25
I1;05.12.2004;Roma;Sampdoria;1;1;D;0;0;D;sty.72;03.mar;5;sty.73;03.lut;kwi.75;sty.75;03.sty;5;sty.75;03.lut;4;sty.73;03.lut;kwi.33;sty.75;03.lut;kwi.75;01.sie;02.wrz;04.maj;sty.85;sty.85;2;01.sie;sty.75;sty.91;-0.5;sty.84;2;-0.5;sty.85;02.maj;-0.5
I1;05.12.2004;Udinese;Siena;1;0;H;1;0;H;sty.57;03.lut;6;sty.58;03.sty;cze.85;sty.57;mar.15;06.sie;01.maj;03.kwi;05.cze;sty.62;mar.25;5;sty.53;mar.25;7;sty.57;03.sty;6;sty.95;sty.75;02.maj;sty.75;sty.57;lut.15;-0.5;sty.92;sty.92;-1;sty.95;sty.95;-1
I1;11.12.2004;Atalanta;Udinese;0;1;A;0;1;A;3;3;lut.25;lut.95;lut.95;lut.35;3;3;02.mar;02.wrz;02.sie;02.mar;3;lut.88;lut.25;3;03.sty;lut.25;3;lut.87;lut.25;2;sty.71;02.lut;sty.61;01.maj;02.mar;0.5;01.sie;02.kwi;0.25;1.875;2.025;0.25
I1;11.12.2004;Lazio;Lecce;3;3;D;0;2;A;02.sty;03.lut;03.maj;2;03.sty;03.cze;02.sty;03.sty;03.mar;01.wrz;03.sty;03.maj;2;3;03.kwi;02.maj;03.lut;03.cze;2;03.sty;03.mar;sty.65;02.maj;sty.61;02.lut;02.sty;01.cze;-0.5;02.gru;sty.72;-0.5;02.lut;01.lip;-0.5
I1;12.12.2004;Bologna;Juventus;0;1;A;0;0;D;6;03.kwi;sty.61;06.maj;03.mar;sty.55;6;mar.25;01.cze;04.cze;03.lut;sty.65;6;03.lut;sty.57;6;03.kwi;sty.62;6;mar.25;sty.53;sty.95;sty.75;2;sty.72;02.lis;01.cze;0.5;02.sty;sty.74;0.75;lut.15;sty.75;0.75
I1;12.12.2004;Brescia;Roma;0;1;A;0;0;D;lut.87;lut.87;lut.37;02.wrz;3;lut.35;3;03.sty;lut.25;02.lip;02.wrz;02.kwi;02.sie;lut.88;lut.38;lut.88;3;02.kwi;02.wrz;02.wrz;02.mar;2;sty.71;2;sty.72;sty.52;lut.25;0.5;01.sie;02.kwi;0.25;sty.85;02.maj;0.25
I1;12.12.2004;Chievo;Palermo;2;1;H;2;0;H;lut.37;02.sie;lut.87;lut.55;02.lip;3;02.kwi;lut.75;03.sty;02.kwi;02.lip;02.wrz;lut.38;02.sie;lut.88;lut.38;02.sie;03.sty;02.mar;02.sie;3;lut.25;sty.55;02.lut;sty.61;02.kwi;sty.46;-0.5;sty.88;sty.96;0;sty.85;02.maj;0
I1;12.12.2004;Livorno;Parma;2;0;H;1;0;H;lut.25;lut.87;03.sty;02.kwi;lut.85;3;lut.35;02.wrz;3;02.sty;02.wrz;03.lut;02.lut;3;3;02.mar;02.wrz;03.sty;lut.25;lut.87;3;02.maj;sty.65;02.lut;sty.61;lut.35;sty.47;-0.5;02.cze;sty.78;-0.25;2.075;1.825;-0.25
I1;12.12.2004;Milan;Fiorentina;6;0;H;2;0;H;sty.44;03.maj;07.maj;01.kwi;mar.65;9;01.kwi;03.sie;8;01.kwi;03.lip;06.maj;sty.33;mar.75;9;01.kwi;4;07.maj;sty.36;mar.75;8;2;sty.71;2;sty.72;02.lut;sty.52;-1.5;lut.14;01.lip;-1.25;1.925;1.975;-1
I1;12.12.2004;Reggina;Cagliari;3;2;H;1;1;D;02.mar;02.wrz;3;lut.35;lut.85;03.maj;02.kwi;lut.75;03.sty;02.lut;02.sie;03.sty;lut.25;3;lut.88;lut.38;02.wrz;3;lut.25;lut.87;3;sty.85;sty.85;2;sty.72;02.kwi;sty.46;-0.5;02.kwi;01.sie;-0.25;2.075;1.825;-0.25
I1;12.12.2004;Sampdoria;Messina;1;0;H;1;0;H;sty.66;3;05.maj;01.lip;3;05.maj;01.lip;03.sty;maj.25;01.lip;03.sty;04.kwi;sty.67;lut.88;05.maj;01.lip;3;05.maj;sty.72;02.wrz;5;02.maj;sty.65;02.lut;sty.61;01.lip;sty.95;-0.5;sty.84;2;-0.75;01.wrz;2;-0.75
I1;12.12.2004;Siena;Inter;2;2;D;1;1;D;05.maj;03.kwi;sty.57;6;mar.45;sty.55;6;mar.25;01.cze;5;03.lut;01.cze;6;3;sty.62;05.maj;03.mar;sty.62;6;03.sty;sty.57;sty.75;sty.95;sty.72;2;lut.19;01.cze;0.5;02.sty;sty.74;0.75;sty.85;02.maj;1
