Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
D1;13.03.2005;Dortmund;Stuttgart;0;2;A;0;1;A;18;13;20;16;8;1;3;4;1;1;02.mar;03.lut;02.lip;02.lut;mar.35;lut.85;lut.25;03.mar;3;02.mar;3;02.lip;lut.25;03.lut;lut.75;02.mar;03.lut;lut.88;02.mar;03.sty;lut.75;sty.79;01.wrz;01.sie;2;2;sty.73;-0.25;02.sie;sty.76;-0.25;lut.15;sty.75;-0.25
D1;13.03.2005;Schalke 04;Bayern Munich;1;0;H;0;0;D;11;17;23;26;1;4;2;2;0;0;02.maj;3;lut.62;lut.35;mar.25;02.lip;lut.45;03.lut;02.sie;02.mar;3;02.lip;02.maj;lut.88;lut.62;02.maj;03.lut;02.lip;02.mar;03.sty;lut.75;sty.79;01.wrz;sty.85;sty.95;sty.73;2;0;02.gru;sty.72;-0.25;01.sie;02.sty;0
D1;19.03.2005;Bayern Munich;Hansa Rostock;3;1;H;1;1;D;25;6;16;22;9;5;3;5;0;0;sty.22;5;10;01.lut;maj.75;10.maj;sty.25;05.maj;10.maj;sty.25;04.maj;9;sty.22;5;9;sty.25;5;10;sty.22;5;09.maj;sty.55;lut.25;01.cze;02.mar;sty.75;02.sie;-1.5;01.lip;lut.14;-1.5;1.775;2.125;-1.5
D1;19.03.2005;Bochum;Wolfsburg;5;1;H;4;0;H;12;19;13;21;5;9;1;2;0;0;02.kwi;03.lut;02.cze;02.mar;mar.35;02.lip;02.kwi;mar.35;lut.75;02.kwi;03.sty;02.maj;lut.38;03.lut;02.cze;lut.38;mar.25;02.lip;02.kwi;mar.25;02.maj;sty.71;2;01.lip;02.sty;sty.77;02.maj;0;sty.76;02.sie;0;1.775;2.125;0
D1;19.03.2005;Hamburg;Dortmund;2;3;A;1;1;D;10;17;20;19;3;3;2;3;0;0;01.sie;mar.25;4;01.sie;03.maj;mar.85;sty.83;03.kwi;04.lut;sty.85;03.sty;03.cze;sty.73;03.kwi;4;01.sie;03.kwi;4;sty.72;mar.25;04.lut;01.cze;lut.15;sty.65;02.lut;sty.83;sty.88;-0.5;sty.76;02.sie;-0.5;1.825;2.075;-0.5
D1;19.03.2005;Hannover;M'gladbach;2;1;H;0;1;A;9;11;13;21;4;2;1;3;0;0;02.sty;mar.25;3;sty.95;03.mar;03.maj;02.sty;mar.25;03.kwi;2;03.sty;03.lut;02.sty;03.lut;3;02.sty;03.lut;03.lut;2;03.mar;03.sty;sty.85;sty.85;01.wrz;01.wrz;sty.85;sty.95;-0.25;sty.82;02.lut;-0.25;sty.85;02.maj;-0.25
D1;19.03.2005;Hertha;Bielefeld;3;0;H;1;0;H;12;15;23;18;3;4;0;3;0;0;01.maj;03.maj;6;01.maj;03.wrz;05.cze;sty.55;mar.75;6;sty.55;03.maj;04.sie;01.maj;03.kwi;6;sty.53;03.cze;6;sty.53;03.maj;05.maj;sty.71;2;01.sie;2;sty.85;sty.95;-1;sty.86;sty.98;-1;sty.85;02.maj;-1
D1;19.03.2005;Leverkusen;Kaiserslautern;2;0;H;1;0;H;16;13;13;21;5;9;2;2;0;0;sty.66;03.kwi;04.maj;sty.55;03.sie;05.lut;sty.65;03.cze;05.lut;01.lip;03.lut;04.lut;sty.62;03.maj;04.maj;sty.62;03.maj;5;sty.66;03.mar;04.maj;01.cze;lut.15;01.cze;02.mar;sty.75;02.sie;-0.75;sty.76;02.sie;-0.75;1.825;2.075;-0.75
D1;19.03.2005;Nurnberg;Werder Bremen;1;2;A;0;2;A;12;18;17;23;2;10;3;2;0;0;mar.75;03.mar;01.sie;03.kwi;03.maj;01.wrz;04.sty;03.kwi;sty.85;03.lut;03.sty;2;mar.75;03.lut;sty.83;kwi.33;mar.25;01.sie;03.cze;03.mar;sty.83;sty.55;lut.25;sty.53;02.kwi;sty.86;sty.85;0.5;02.cze;sty.78;0.5;2.075;1.825;0.5
D1;20.03.2005;Mainz;Schalke 04;2;1;H;1;0;H;15;17;18;27;4;5;1;3;0;0;04.lut;03.kwi;sty.83;04.sty;03.maj;sty.75;kwi.25;03.kwi;sty.83;03.sie;03.sty;01.sie;4;03.lut;01.sie;4;03.kwi;sty.85;mar.75;03.mar;01.sie;sty.75;sty.95;sty.85;sty.95;sty.89;sty.83;0.5;sty.98;sty.86;0.5;02.maj;sty.85;0.5
D1;20.03.2005;Stuttgart;Freiburg;1;0;H;1;0;H;16;6;16;23;7;5;1;2;0;0;sty.28;04.maj;08.maj;sty.25;05.lut;09.lut;sty.28;maj.25;09.maj;01.mar;04.lut;8;sty.22;5;9;sty.29;kwi.75;9;sty.25;5;8;01.maj;lut.35;sty.55;lut.37;sty.73;02.sty;-1.5;sty.74;02.sty;-1.5;02.maj;sty.85;-1.75
D1;02.04.2005;Bielefeld;Leverkusen;1;0;H;0;0;D;12;12;17;24;8;5;1;2;0;0;3;mar.25;02.sty;02.wrz;03.mar;02.lut;3;03.lut;lut.25;02.wrz;3;02.lut;lut.75;03.lut;lut.25;3;03.lut;02.lut;lut.62;03.mar;lut.25;01.cze;lut.15;sty.61;lut.25;2;01.sie;0.25;02.kwi;01.sie;0.25;2.025;1.875;0.25
D1;02.04.2005;Freiburg;Hamburg;1;1;D;1;1;D;12;18;22;25;2;3;3;3;0;1;03.maj;mar.25;01.wrz;04.sty;03.maj;sty.75;04.sty;03.mar;sty.85;4;03.lut;sty.75;mar.75;mar.25;01.sie;4;03.kwi;01.sie;03.cze;03.kwi;01.sie;sty.55;lut.25;01.cze;02.mar;sty.85;01.sie;0.5;;;;2;01.wrz;0.5
D1;02.04.2005;Hansa Rostock;Mainz;2;0;H;1;0;H;8;15;21;16;2;6;2;1;0;0;01.sie;03.mar;mar.75;sty.95;03.mar;03.maj;sty.85;03.kwi;03.wrz;01.wrz;03.sty;03.maj;01.sie;03.lut;4;01.sie;03.lut;kwi.33;sty.95;03.mar;mar.25;sty.71;2;sty.75;02.maj;01.wrz;sty.76;-0.5;01.sie;02.kwi;-0.5;sty.85;02.maj;-0.5
D1;02.04.2005;Kaiserslautern;Hannover;0;2;A;0;0;D;18;8;21;19;8;1;2;2;0;0;01.sie;mar.25;4;01.sie;03.kwi;4;01.sie;03.mar;04.mar;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;01.sie;03.kwi;4;sty.72;03.kwi;4;sty.79;01.wrz;01.sie;2;01.sie;sty.87;-0.5;sty.84;2;-0.5;1.825;02.maj;-0.5
D1;02.04.2005;Schalke 04;Nurnberg;4;1;H;3;0;H;19;9;9;16;7;4;1;2;0;0;sty.36;4;07.maj;01.kwi;04.sty;7;sty.37;kwi.25;8;01.kwi;03.wrz;6;sty.36;4;7;sty.36;04.lut;8;sty.36;mar.75;8;sty.55;lut.25;sty.53;02.kwi;01.sie;2;-1.25;sty.74;02.sty;-1.25;01.sie;02.sty;-1.25
D1;02.04.2005;Werder Bremen;Stuttgart;1;2;A;0;0;D;13;6;19;26;6;3;3;4;1;0;01.wrz;03.sty;mar.75;01.wrz;mar.35;03.cze;01.wrz;mar.25;mar.85;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;sty.95;mar.25;03.cze;01.wrz;mar.25;03.kwi;sty.65;02.maj;sty.61;lut.25;01.wrz;sty.76;-0.5;sty.92;sty.92;-0.5;01.wrz;2;-0.5
D1;02.04.2005;Wolfsburg;Bayern Munich;0;3;A;0;2;A;8;10;19;16;8;2;2;1;0;0;mar.75;03.kwi;01.sie;04.sty;03.maj;sty.75;4;03.kwi;sty.85;03.cze;03.sty;sty.85;mar.75;mar.25;01.sie;mar.75;03.kwi;sty.85;03.cze;03.mar;sty.83;01.cze;lut.15;01.cze;02.mar;sty.84;sty.85;0.5;2;sty.84;0.5;2.075;1.825;0.5
D1;03.04.2005;Dortmund;Hertha;2;1;H;2;0;H;16;16;12;14;4;7;1;0;0;0;02.mar;03.lut;02.lip;02.kwi;mar.35;02.cze;02.mar;03.lut;02.wrz;02.kwi;3;02.cze;lut.25;03.lut;lut.75;02.mar;03.lut;02.sie;02.mar;03.lut;lut.62;sty.75;sty.95;sty.75;02.maj;01.sie;2;0;sty.78;02.cze;0;01.sie;02.sty;0
D1;03.04.2005;M'gladbach;Bochum;2;2;D;1;0;H;14;22;21;28;10;6;2;4;0;0;01.sie;mar.25;4;01.sie;03.kwi;4;01.sie;03.mar;04.mar;01.sie;03.sty;03.sie;sty.67;03.kwi;kwi.33;sty.83;03.mar;kwi.33;sty.72;03.kwi;4;sty.71;2;sty.65;02.lut;01.sie;sty.87;-0.5;sty.78;02.cze;-0.5;sty.85;02.maj;-0.5
D1;09.04.2005;Bayern Munich;M'gladbach;2;1;H;0;0;D;22;6;17;15;4;2;2;3;0;1;sty.28;04.maj;08.maj;sty.25;5;10;sty.25;5;11;01.mar;04.lut;8;sty.25;04.maj;10;sty.25;05.maj;08.maj;sty.25;04.maj;10;sty.55;lut.25;01.cze;02.mar;01.wrz;01.wrz;-1.5;sty.98;sty.86;-1.5;2;01.wrz;-1.5
D1;09.04.2005;Bochum;Hannover;1;0;H;0;0;D;15;6;26;16;1;2;1;1;0;0;2;mar.25;mar.25;2;mar.35;03.mar;2;03.mar;03.maj;2;03.sty;03.lut;2;03.lut;03.lut;2;03.mar;03.kwi;02.sty;03.mar;lut.87;sty.65;02.maj;sty.75;02.maj;sty.75;02.maj;-0.25;sty.98;sty.86;-0.5;sty.95;sty.95;-0.5
D1;09.04.2005;Hamburg;Werder Bremen;1;2;A;0;1;A;14;16;23;29;8;3;4;3;0;0;lut.37;03.lut;lut.62;lut.35;mar.35;lut.65;02.kwi;mar.25;lut.75;02.mar;3;02.lip;lut.38;03.lut;02.cze;lut.62;03.sty;lut.62;lut.37;03.sty;lut.62;01.cze;lut.15;sty.55;lut.37;sty.85;sty.95;0;sty.92;sty.92;0;2;01.wrz;0
D1;09.04.2005;Hertha;Freiburg;3;1;H;2;0;H;13;15;12;17;8;3;1;1;0;0;sty.33;kwi.33;07.maj;sty.25;5;10;sty.25;5;11;sty.27;04.mar;08.maj;sty.25;04.maj;10;sty.25;maj.25;09.maj;sty.25;04.maj;10;sty.55;lut.25;sty.55;lut.37;01.sie;2;-1.5;sty.82;02.lut;-1.5;1.875;2.025;-1.5
D1;09.04.2005;Leverkusen;Dortmund;0;1;A;0;0;D;14;15;19;17;4;5;2;1;0;0;01.sie;mar.25;4;sty.75;03.maj;04.sty;sty.83;03.mar;04.lut;01.wrz;03.sty;03.maj;sty.73;03.kwi;4;01.sie;03.kwi;4;01.sie;mar.25;03.sie;01.cze;lut.15;sty.55;lut.37;sty.83;sty.85;-0.5;01.sie;02.kwi;-0.5;01.sie;02.sty;-0.5
D1;09.04.2005;Mainz;Wolfsburg;0;2;A;0;0;D;19;12;18;18;7;8;2;2;0;0;01.wrz;mar.25;03.maj;02.maj;mar.25;mar.25;sty.97;03.mar;mar.75;2;03.sty;03.lut;2;03.lut;03.lut;2;03.mar;03.kwi;sty.95;03.kwi;03.sty;sty.65;02.maj;01.lip;02.sty;sty.97;sty.76;-0.5;sty.84;2;-0.5;sty.95;sty.95;-0.5
D1;09.04.2005;Stuttgart;Schalke 04;3;0;H;1;0;H;7;9;11;17;3;4;1;5;0;1;lut.25;3;3;lut.25;mar.35;02.sie;02.mar;03.lut;02.wrz;02.mar;3;02.lip;02.lut;03.lut;02.sie;02.sty;03.lut;mar.25;lut.15;mar.25;lut.87;sty.71;2;01.sie;2;2;01.sie;-0.25;02.kwi;01.sie;-0.25;02.maj;sty.85;-0.25
D1;10.04.2005;Bielefeld;Kaiserslautern;0;2;A;0;2;A;19;16;15;31;7;7;2;2;0;0;02.sty;mar.25;3;lut.15;03.mar;3;02.maj;mar.25;03.kwi;02.sty;3;03.sty;02.sty;03.lut;3;01.wrz;03.mar;mar.75;02.maj;03.mar;3;sty.75;sty.95;01.sie;2;01.sie;2;-0.25;sty.82;02.lut;-0.25;sty.85;02.maj;-0.25
D1;10.04.2005;Nurnberg;Hansa Rostock;3;0;H;0;0;D;17;14;26;23;4;4;5;0;0;0;2;mar.25;mar.25;2;mar.35;03.mar;02.maj;03.lut;03.kwi;02.lut;3;02.wrz;2;03.lut;03.lut;2;03.mar;03.kwi;2;03.mar;03.sty;sty.65;02.maj;01.lip;02.sty;sty.85;sty.95;-0.25;sty.88;sty.96;-0.25;01.wrz;2;-0.25
D1;16.04.2005;Dortmund;Bielefeld;1;1;D;1;0;H;14;9;22;12;4;7;3;4;0;0;sty.53;03.kwi;6;01.maj;03.wrz;05.cze;sty.55;03.cze;6;01.maj;03.lip;5;01.maj;03.kwi;6;01.maj;mar.75;6;01.maj;03.cze;05.maj;sty.65;02.maj;01.sie;2;01.wrz;01.wrz;-1;sty.88;sty.96;-1;01.wrz;2;-1
D1;16.04.2005;Freiburg;Leverkusen;1;3;A;1;1;D;16;14;17;17;3;4;3;3;0;0;4;03.maj;sty.72;04.lut;03.cze;01.lip;04.lut;03.kwi;01.sie;4;03.lut;sty.75;4;03.kwi;sty.73;04.lut;03.maj;sty.73;4;03.kwi;sty.72;sty.65;02.maj;01.lip;02.sty;sty.88;01.sie;0.5;02.gru;sty.72;0.5;lut.15;sty.75;0.5
D1;16.04.2005;Hannover;Bayern Munich;0;1;A;0;0;D;8;17;12;9;2;8;1;1;0;0;5;03.kwi;sty.61;kwi.75;03.maj;sty.65;5;03.maj;sty.67;04.cze;03.kwi;01.cze;kwi.33;03.kwi;sty.67;kwi.75;03.maj;sty.67;04.maj;03.maj;sty.61;sty.71;2;01.sie;2;sty.95;sty.85;0.75;02.cze;sty.78;0.75;02.sty;01.sie;0.75
D1;16.04.2005;Hansa Rostock;Stuttgart;2;1;H;1;0;H;10;6;23;20;5;4;4;5;0;0;4;mar.25;01.sie;03.maj;mar.45;01.wrz;mar.95;03.kwi;sty.85;03.maj;03.sty;01.wrz;mar.75;mar.25;01.sie;mar.75;03.kwi;sty.85;mar.75;03.mar;01.sie;sty.71;2;01.sie;2;sty.83;sty.85;0.5;sty.98;sty.86;0.5;02.sty;01.sie;0.5
D1;16.04.2005;M'gladbach;Mainz;1;1;D;0;0;D;8;16;20;21;4;2;2;0;0;0;sty.72;03.maj;4;sty.75;03.kwi;04.lut;01.lip;03.kwi;kwi.75;sty.75;03.lut;4;sty.73;03.kwi;4;sty.73;03.kwi;04.maj;01.lip;03.kwi;04.lut;sty.71;2;01.sie;2;01.wrz;01.wrz;-0.75;sty.86;sty.98;-0.75;01.wrz;2;-0.75
D1;16.04.2005;Schalke 04;Hamburg;1;2;A;1;0;H;13;12;27;28;2;3;6;2;0;0;sty.57;03.cze;5;01.cze;03.cze;5;sty.65;03.cze;04.wrz;sty.65;03.mar;04.kwi;sty.67;03.kwi;kwi.33;sty.67;03.kwi;kwi.75;sty.66;03.kwi;kwi.33;01.cze;lut.15;sty.65;02.lut;sty.85;sty.95;-0.75;sty.84;2;-0.75;1.925;1.975;-0.75
D1;16.04.2005;Werder Bremen;Hertha;0;1;A;0;1;A;19;9;18;20;11;2;0;1;0;0;01.sie;mar.25;4;01.wrz;mar.35;03.cze;01.wrz;03.mar;03.wrz;01.wrz;03.sty;03.maj;01.sie;mar.25;mar.75;sty.85;mar.25;4;sty.83;03.mar;03.cze;sty.55;lut.25;sty.61;lut.25;01.wrz;sty.79;-0.5;sty.86;sty.98;-0.5;01.wrz;2;-0.5
D1;17.04.2005;Kaiserslautern;Bochum;1;2;A;0;1;A;24;15;20;18;9;9;2;4;0;0;01.wrz;mar.25;4;01.wrz;mar.45;03.maj;sty.95;mar.25;mar.75;01.sie;03.sty;03.sie;sty.83;03.kwi;03.maj;sty.91;03.kwi;mar.75;01.sie;03.kwi;03.cze;sty.75;sty.95;01.sie;2;sty.95;sty.74;-0.5;02.sty;sty.74;-0.5;2.125;1.775;-0.5
D1;17.04.2005;Wolfsburg;Nurnberg;0;1;A;0;0;D;14;11;18;22;6;5;2;3;0;0;sty.72;03.maj;4;01.sie;03.maj;03.sie;01.sie;03.kwi;04.lut;sty.75;03.lut;4;sty.73;03.kwi;4;01.sie;03.kwi;4;01.lip;03.kwi;04.lut;sty.55;lut.25;01.maj;02.maj;01.sie;sty.88;-0.5;sty.76;02.sie;-0.5;01.sie;02.sty;-0.5
D1;23.04.2005;Bayern Munich;Bochum;3;1;H;2;0;H;22;9;13;9;7;4;1;1;0;1;sty.25;5;08.maj;sty.25;05.lut;9;sty.25;maj.25;10;sty.27;04.mar;08.maj;sty.25;5;8;sty.25;5;10;sty.25;5;8;sty.55;lut.25;sty.57;lut.35;sty.95;sty.85;-1.5;sty.96;sty.88;-1.5;sty.95;sty.95;-1.5
D1;23.04.2005;Bielefeld;Freiburg;3;1;H;1;1;D;18;11;13;15;2;7;0;1;0;0;01.maj;03.maj;6;sty.45;04.lut;05.sie;sty.52;mar.75;6;01.kwi;03.wrz;6;01.maj;03.cze;05.maj;01.maj;03.cze;06.maj;sty.44;mar.75;6;sty.65;02.maj;01.lip;02.sty;sty.95;sty.85;-1;;;;2.075;1.825;-1
D1;23.04.2005;Dortmund;Kaiserslautern;4;2;H;2;2;D;17;7;17;20;3;2;2;0;0;0;sty.53;03.cze;05.maj;sty.55;03.lip;05.mar;01.cze;03.maj;05.maj;sty.55;03.maj;04.sie;sty.57;03.maj;5;sty.62;03.maj;5;01.cze;03.kwi;04.sie;sty.71;2;sty.85;sty.95;01.wrz;01.wrz;-1;sty.96;sty.88;-1;sty.95;sty.95;-1
D1;23.04.2005;Hamburg;Hansa Rostock;3;0;H;0;0;D;15;11;22;22;4;5;0;5;0;0;sty.57;03.kwi;05.maj;sty.55;03.lip;05.mar;sty.57;mar.65;05.cze;01.cze;03.kwi;04.cze;sty.53;03.maj;05.maj;sty.57;03.cze;05.maj;01.maj;03.cze;05.maj;sty.55;lut.25;sty.65;02.lut;01.sie;2;-0.75;sty.88;sty.96;-0.75;01.wrz;2;-0.75
D1;23.04.2005;Hertha;Schalke 04;4;1;H;2;1;H;18;6;23;19;4;2;2;3;0;1;02.mar;03.lut;02.lip;02.mar;03.sty;02.wrz;02.lut;03.mar;02.wrz;02.lut;3;02.wrz;02.lut;03.lut;02.sie;02.lut;03.lut;3;lut.25;03.lut;lut.75;sty.65;02.maj;01.lip;02.sty;01.sie;2;-0.25;sty.86;sty.98;-0.25;1.875;2.025;-0.25
D1;23.04.2005;Mainz;Hannover;2;0;H;1;0;H;14;7;16;10;3;2;1;0;0;0;01.sie;mar.25;4;01.wrz;mar.25;03.lip;sty.83;03.kwi;4;01.sie;03.sty;03.sie;sty.83;03.lut;mar.75;sty.85;03.kwi;mar.75;01.wrz;03.mar;03.mar;sty.79;01.wrz;sty.95;sty.85;sty.83;sty.84;-0.5;sty.82;02.lut;-0.5;sty.85;2;-0.5
D1;23.04.2005;Stuttgart;Wolfsburg;0;0;D;0;0;D;20;8;15;18;8;5;2;4;0;0;sty.44;mar.75;06.maj;sty.45;04.lut;05.sie;sty.45;03.wrz;7;01.maj;03.lip;5;sty.44;03.cze;06.maj;sty.44;mar.75;7;01.kwi;mar.75;7;01.cze;lut.15;01.cze;02.mar;2;01.sie;-1.25;01.wrz;sty.94;-1.25;sty.95;sty.95;-1.25
D1;24.04.2005;Leverkusen;Werder Bremen;2;1;H;2;1;H;7;17;18;17;6;2;3;1;0;0;02.lut;mar.25;02.sie;lut.25;03.lut;02.wrz;lut.25;mar.25;lut.95;02.lut;03.sty;02.sie;02.lut;03.lut;02.sie;02.lut;03.lut;3;02.lut;mar.25;lut.75;sty.55;lut.25;sty.57;lut.35;01.wrz;01.wrz;-0.25;sty.96;sty.88;-0.25;sty.95;sty.95;-0.25
D1;24.04.2005;Nurnberg;M'gladbach;0;0;D;0;0;D;18;12;26;24;6;4;2;2;0;0;02.sty;mar.25;3;02.sty;03.sty;03.mar;02.sty;mar.25;mar.25;2;03.lut;03.sty;02.sty;03.lut;3;02.sty;03.lut;03.kwi;2;03.kwi;3;sty.71;2;sty.75;02.maj;01.wrz;01.wrz;-0.25;sty.94;01.wrz;-0.25;2;01.wrz;-0.25
D1;30.04.2005;Bochum;Mainz;2;6;A;1;1;D;13;25;19;20;3;1;5;2;0;0;sty.66;03.mar;04.maj;sty.75;mar.45;kwi.25;sty.75;03.mar;kwi.25;sty.75;03.lut;4;sty.67;03.kwi;kwi.33;01.lip;03.kwi;04.maj;01.lip;03.kwi;04.lut;sty.71;2;01.sie;2;sty.75;sty.86;-0.5;sty.86;sty.98;-0.75;01.wrz;2;-0.75
D1;30.04.2005;Freiburg;Dortmund;2;2;D;1;2;A;14;14;19;14;7;4;3;1;0;0;5;03.maj;sty.57;04.sie;03.lip;01.cze;5;03.maj;01.cze;04.sie;03.maj;sty.55;5;03.maj;sty.57;5;03.maj;sty.62;5;03.maj;sty.57;01.cze;lut.15;01.sie;2;02.sty;sty.72;0.75;;;;lut.15;sty.75;0.75
D1;30.04.2005;Hansa Rostock;Hertha;2;1;H;1;0;H;12;13;17;13;6;5;4;3;0;0;03.kwi;mar.25;01.wrz;mar.45;mar.35;sty.95;03.kwi;03.mar;sty.95;03.kwi;03.lut;01.wrz;03.kwi;mar.25;sty.91;03.kwi;mar.25;2;mar.25;03.kwi;01.wrz;sty.75;sty.95;01.sie;2;sty.67;sty.95;0.5;;;;sty.95;sty.95;-0.25
D1;30.04.2005;Kaiserslautern;Bayern Munich;0;4;A;0;2;A;9;19;19;15;3;11;4;1;0;0;04.maj;03.mar;sty.66;04.lut;03.kwi;sty.75;04.maj;mar.35;01.lip;4;03.lut;sty.75;kwi.33;03.kwi;sty.67;04.maj;03.kwi;01.lip;kwi.33;03.kwi;sty.66;sty.79;01.wrz;sty.95;sty.85;sty.95;sty.85;0.75;2;sty.84;0.75;02.maj;sty.85;0.75
D1;30.04.2005;M'gladbach;Stuttgart;2;0;H;2;0;H;19;6;27;19;5;1;3;5;0;1;lut.75;03.lut;lut.25;02.wrz;03.mar;02.lut;lut.75;03.lut;02.mar;02.lip;3;02.mar;02.cze;03.lut;lut.38;02.lip;03.lut;02.kwi;lut.62;03.lut;02.mar;sty.75;sty.95;sty.85;sty.95;sty.95;sty.85;0;01.lip;lut.14;0.25;2.025;1.875;0
D1;30.04.2005;Schalke 04;Leverkusen;3;3;D;3;1;H;23;10;18;22;5;2;3;2;0;1;sty.83;03.lut;mar.75;sty.85;mar.45;03.lip;sty.85;03.mar;03.sie;2;03.sty;03.lut;sty.91;mar.25;03.kwi;sty.91;mar.25;mar.75;01.sie;03.mar;mar.75;sty.62;02.sty;sty.65;02.lut;sty.85;sty.77;-0.5;sty.96;sty.88;-0.5;2;01.wrz;-0.5
D1;30.04.2005;Werder Bremen;Bielefeld;3;0;H;1;0;H;23;3;13;23;13;4;0;1;0;0;sty.25;04.maj;10;sty.35;04.maj;07.lut;sty.33;04.maj;9;sty.35;4;7;sty.29;kwi.33;9;sty.33;04.maj;8;sty.36;4;7;sty.55;lut.25;01.cze;02.mar;01.sie;2;-1.5;sty.74;02.sty;-1.5;01.sie;02.sty;-1.5
D1;01.05.2005;Hannover;Nurnberg;1;0;H;0;0;D;20;10;14;16;5;6;1;4;0;0;02.sty;03.lut;3;02.lut;03.sty;03.sty;02.lut;3;mar.15;02.sty;02.wrz;03.lut;02.sty;03.lut;3;02.lut;03.sty;03.sty;lut.25;03.sty;02.sie;sty.85;sty.85;sty.85;sty.95;01.wrz;01.wrz;-0.25;sty.94;01.wrz;-0.25;sty.85;02.maj;0.5
D1;01.05.2005;Wolfsburg;Hamburg;1;0;H;1;0;H;13;17;17;22;5;8;3;4;0;1;lut.75;03.lut;02.maj;02.maj;03.mar;02.maj;lut.52;03.lut;lut.52;02.maj;3;02.maj;02.maj;mar.25;02.kwi;02.cze;03.lut;02.cze;02.maj;mar.25;02.kwi;01.cze;lut.15;01.cze;02.mar;sty.92;sty.88;0;sty.96;sty.88;0;02.maj;sty.85;0
